돌발일시,관리기관,도로타입,도로번호,도로명,방향,돌발구분,돌발상세구분,돌발내용,X,Y,링크아이디,돌발종료일시,요일,요일구분
2025-06-16 17:56,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,차량증가/정체,차량증가/정체,127.1738,36.8332,3010330900,-,Monday,평일
2025-06-16 18:55,한국도로공사,고속국도,25.0,호남고속도로,순천 방향,기타,보행자,(갓길)보행자확인중,126.8502,35.5942,3090027801,-,Monday,평일
2025-06-16 1:26,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,기타돌발,고장,(갓길)승용차고장처리중,126.8857,37.3158,2160389200,-,Monday,평일
2025-06-16 6:52,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,차량증가/정체,차량증가/정체,127.4201,36.6489,2710002501,-,Monday,평일
2025-06-17 16:26,경찰청,고속국도,15.0,서해안고속도로,무안 방향,교통사고,사고,<사고>::서해안고속도로::고잔3교::서평택IC북측::기점방향::::고장 고잔3교 → 서평택IC북측 서해안선 기점 ,126.882,37.0409,2140027301,2025-06-17 16:56,Tuesday,평일
2025-06-17 19:59,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,공사,작업,(1차로)노면보수작업중,127.419,36.6454,2710002601,-,Tuesday,평일
2025-06-17 7:10,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,127.1551,37.5994,2210002801,-,Tuesday,평일
2025-06-17 8:12,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,공사,작업,(1차로)시설물보수작업중,128.245,37.5115,2580547000,2025-06-17 10:08,Tuesday,평일
2025-06-17 8:17,경찰청,고속국도,60.0,서울양양고속도로,서울 방향,공사,작업,<공사>::서울양양고속도로::화촌3터널북측::화촌3터널남측::기점방향::2차로::작업 화촌3터널북측 → 화촌3터널남측 서울양양선 기점 ,127.9977,37.76,2570228700,2025-06-17 8:47,Tuesday,평일
2025-06-17 8:25,한국도로공사,고속국도,25.0,호남고속도로,논산 방향,공사,작업,(1차로)시설물보수이동작업중,126.8274,35.2197,1790018400,-,Tuesday,평일
2025-06-18 10:22,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,공사,작업,(진출로1차로)사고복구작업중,127.0846,37.1421,2230344200,-,Wednesday,평일
2025-06-18 15:58,한국도로공사,고속국도,102.0,남해고속도로제1지선,함안 방향,교통사고,사고,(2차로)승용차단독사고처리중,128.614,35.266,4140144500,-,Wednesday,평일
2025-06-18 21:01,경찰청,도시고속국도,70.0,강변북대로,,교통사고,사고,<사고>::강변북로::원효대교::마포대교::4차로::::교통사고  서울청,126.946467,37.534288,1020001403,2025-06-18 21:31,Wednesday,평일
2025-06-18 21:40,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,공사,작업,"(2,3차로)시설물설치작업중",126.9637,37.3224,2000003901,-,Wednesday,평일
2025-06-18 23:04,경찰청,고속국도,102.0,남해고속도로제1지선,함안 방향,교통사고,사고,<사고>::남해고속도로제1지선::서마산IC::광려천1교::기점방향::::고장 서마산IC → 광려천1교 남해1지선 기점 ,128.5568,35.2346,4170062400,2025-06-18 23:34,Wednesday,평일
2025-06-18 7:17,경찰청,시군도,0.0,한동대로,,공사,작업,<공사>::한동로::두산농원::곡강리산1502::2차로::주의운전::도로공사 ,129.399539,36.104727,3510907501,2025-06-18 7:47,Wednesday,평일
2025-06-18 8:24,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,공사,작업,(2차로)노면보수작업중,128.5608,37.6514,2600034701,-,Wednesday,평일
2025-06-19 10:01,경찰청,고속국도,50.0,영동고속도로,서창 방향,공사,작업,<공사>::영동고속도로::둔대JC::안산시상록구군포시::기점방향::2차로::작업 둔대JC → 안산시상록구군포시 영동선 기점 ,126.879,37.3347,2250273100,2025-06-19 10:05,Thursday,평일
2025-06-19 10:04,경찰청,특별광역시도,0.0,배재대로,,공사,작업,<공사>::한밭도서관길::불티구름다리::예사랑교회::1차로::주의운전::도로공사 ,127.370845,36.315454,1850043900,2025-06-19 10:34,Thursday,평일
2025-06-19 14:02,경찰청,특별광역시도,0.0,성안대로,경찰청후문 방향,교통사고,사고,"<사고>::성안로::교량북측::경찰청후문사거리::주의운전::사고 - 성안로 백양사-경찰청후문방향 경찰청후문 앞 승용차2대추돌사고.
 ",129.314698,35.571311,1920038904,2025-06-19 14:05,Thursday,평일
2025-06-19 15:31,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,기타돌발,차량증가/정체,차량증가/정체,127.491,36.8174,2790616400,-,Thursday,평일
2025-06-19 16:18,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,차량증가/정체,차량증가/정체,127.4253,37.2367,2300019301,-,Thursday,평일
2025-06-19 18:00,경찰청,특별광역시도,0.0,청계천대로,,기타,행사,<행사>::청계천로::삼일교::흥국빌딩::1차로::[집회] 장소: 한화본사 / 행진: 한화본사→을지로1가→한국은행→세종호텔 (1개차로)::집회  서울청,126.98649,37.568028,1000002902,2025-06-19 21:00,Thursday,평일
2025-06-19 20:59,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,고장,(갓길)고장차처리중,127.2056,37.2584,2430218600,-,Thursday,평일
2025-06-19 22:28,한국도로공사,고속국도,600.0,부산외곽선,창원 방향,공사,작업,(2차로)터널시설물보수작업중,129.184,35.2785,1450595200,-,Thursday,평일
2025-06-19 23:54,경찰청,고속국도,15.0,서해안고속도로,무안 방향,기상,기상,<기상>::서해안고속도로::서평택JC북측::고잔3교::기점방향::::강우 서평택JC북측 → 고잔3교 서해안선 기점 ,126.8858,37.0484,2140043000,2025-06-20 0:24,Thursday,평일
2025-06-19 23:57,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,기상,강우,"빗길""주의""",126.5643,35.3101,3410130700,-,Thursday,평일
2025-06-19 8:03,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,공사,작업,(갓길)가드레일보수작업중,127.8893,36.2171,2770317400,-,Thursday,평일
2025-06-19 8:08,국도통합센터,일반국도,29.0,국도29호선,보성 방향,공사,시설물보수작업,,126.43929,36.88658,2890028603,2025-06-19 8:52,Thursday,평일
2025-06-19 8:42,경찰청,고속국도,37.0,제2중부고속도로,이천 방향,공사,작업,<공사>::제2중부고속도로::하남시광주시::경기광주JC::기점방향::::작업 하남시광주시 → 경기광주JC 제2중부선 기점 ,127.254,37.4665,2340608000,2025-06-19 9:12,Thursday,평일
2025-06-19 9:36,한국도로공사,고속국도,37.0,제2중부고속도로,하남 방향,공사,작업,(2차로)터널청소작업중,127.2466,37.4765,2340608000,-,Thursday,평일
2025-06-20 10:02,한국도로공사,고속국도,253.0,고창담양고속도로,고창 방향,기상,강우,"빗길""주의""",126.6532,35.4172,3180039001,-,Friday,평일
2025-06-20 10:27,경찰청,일반국도,7.0,웅상대로,울산 방향,공사,작업,"<공사>::웅상대로::임기교차로::법기IC교::주의운전::공사 - 국도 7호선 울산 방향, 창기마을 못 간 지점 2,3차로 막고 공사중임.  ",129.122161,35.332493,3880010803,2025-06-20 10:57,Friday,평일
2025-06-20 11:03,한국도로공사,고속국도,12.0,광주대구고속도로,대구 방향,기타돌발,고장,(갓길)승용고장차처리중,127.6226,35.5252,3100037301,-,Friday,평일
2025-06-20 15:48,경찰청,도시고속국도,30.0,내부순환도대로,,교통사고,사고,<사고>::내부순환도로::길음IC::하월곡분기점교차로::3차로::주의운전::교통사고  서울청,127.031969,37.603303,1070000500,2025-06-20 16:18,Friday,평일
2025-06-20 16:28,경찰청,특별광역시도,0.0,성안대로,,기타,행사,<행사>::성안2길::울산지방경찰청::CU성안마루점::주의운전::행사 - <집회>일시: 6월20일(금) 오후12:00~19:30 / 장소: 울산시 남구 태화강역광장/ 만명이상 인원이 동원된 집회. ,129.315788,35.572011,1920048100,2025-06-20 16:32,Friday,평일
2025-06-20 16:43,경찰청,고속국도,50.0,영동고속도로,서창 방향,교통사고,사고,<사고>::영동고속도로::수원시장안구수원시영::북수원IC남측::기점방향::2차로::고장 수원시장안구수원시영 → 북수원IC남측 영동선 기점 ,127.0096,37.3106,2007022500,2025-06-20 16:45,Friday,평일
2025-06-20 17:40,경찰청,일반국도,22.0,남문대로,광주 방향,교통사고,사고,<사고>::일반국도29호선::주남BS앞::녹동BS앞::주의운전::사고 - 남문로 화순에서 광주방향 월남호반베르디움1차 2차로 승용차간 사고 ,126.939391,35.102752,1750000705,2025-06-20 18:10,Friday,평일
2025-06-20 23:11,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(갓길)승용차고장처리중,127.5838,36.3041,2760281203,-,Friday,평일
2025-06-20 6:52,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.0727,37.4275,2040412000,-,Friday,평일
2025-06-20 7:39,경찰청,일반국도,15.0,우주항공대로,벌교 방향,공사,작업,<공사>::일반국도27호선::상림1교상림2교::상림리195::주의운전::공사 - 국도27호선 고흥에서 벌교방향 상림교차로 1차로 막고 도로포장 공사  ,127.259844,34.585955,3320044200,2025-06-20 7:43,Friday,평일
2025-06-20 8:26,경찰청,특별광역시도,0.0,천변우대로,,공사,작업,"<공사>::천변우로::학림교::남광주고가차도::4,5차로::주의운전::도로공사 ",126.921831,35.136894,1750066300,2025-06-20 18:00,Friday,평일
2025-06-20 8:50,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,고장,(갓길)화물차고장처리중,128.7746,37.6789,2520013902,-,Friday,평일
2025-06-20 9:15,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,공사,작업,(갓길)배수로정비작업중,126.7397,37.4379,1650004300,-,Friday,평일
2025-06-21 10:01,경찰청,특별광역시도,0.0,구봉대로,,공사,작업,<공사>::구봉로::늘사랑교회::정림동우체국::1차로::주의운전::도로공사 ,127.365109,36.299098,1850159400,2025-06-21 18:00,Saturday,주말
2025-06-21 10:30,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,기타돌발,차량증가/정체,차량증가/정체,126.8837,37.2521,2330060200,-,Saturday,주말
2025-06-21 12:16,한국도로공사,고속국도,55.0,중앙고속도로,춘천 방향,기타돌발,고장,(2차로)승용차고장처리중,128.6192,36.4279,3540957000,-,Saturday,주말
2025-06-21 14:28,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,장애물,(4차로)장애물(동물사체)처리중,127.4275,36.5794,2830056600,-,Saturday,주말
2025-06-21 15:08,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.1385,37.0374,2310798700,-,Saturday,주말
2025-06-21 21:48,경찰청,고속국도,45.0,중부내륙고속도로,창원 방향,교통사고,사고,<사고>::중부내륙고속도로::남성주IC::고령군성주군::기점방향::::장애물 남성주IC → 고령군성주군 중부내륙선 기점 ,128.3296,35.832,3680450000,2025-06-21 22:18,Saturday,주말
2025-06-21 7:32,경찰청,도시고속국도,61.0,동부간선도대로,,교통사고,사고,<사고>::동부간선도로::월릉교::동부간선로 진입램프::1차로::::교통사고  서울청,127.072001,37.619787,1100000202,2025-06-21 8:02,Saturday,주말
2025-06-21 7:33,경찰청,고속국도,10.0,남해고속도로,영암 방향,교통사고,사고,<사고>::남해고속도로::산인JC::함안IC::기점방향::::고장 산인JC → 함안IC 남해선(순천-부산) 기점 ,128.4169,35.2835,3900006101,2025-06-21 8:03,Saturday,주말
2025-06-22 14:59,경찰청,도시고속국도,30.0,내부순환도대로,성산 방향,교통사고,사고,<사고>::내부순환도로::길음역10번출구::정릉IC::2차로::고장차량 내부순환로 길음램프→정릉램프 성산 방향 ,127.018991,37.602567,1070000400,2025-06-22 15:29,Sunday,주말
2025-06-22 15:03,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,고장,(4차로)고장차처리중,126.7522,37.4765,1660000500,-,Sunday,주말
2025-06-23 12:36,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,기타돌발,고장,"(5차로,갓길)화물고장차처리중",126.8113,37.4428,2240029502,-,Monday,평일
2025-06-23 15:04,경찰청,고속국도,50.0,영동고속도로,강릉 방향,교통사고,사고,<사고>::영동고속도로::여주시원주시::문막IC::종점방향::2차로::장애물 여주시원주시 → 문막IC 영동선 종점 ,127.7359,37.2442,2511021700,2025-06-23 15:34,Monday,평일
2025-06-23 16:47,한국도로공사,고속국도,55.0,중앙고속도로,춘천 방향,기타돌발,차량증가/정체,차량증가/정체,128.9742,35.2181,1410018900,-,Monday,평일
2025-06-23 21:27,한국도로공사,고속국도,40.0,평택제천고속도로,평택 방향,공사,작업,(1차로)노면보수작업중,127.3773,36.9752,2310237201,-,Monday,평일
2025-06-23 4:14,한국도로공사,고속국도,35.0,통영대전고속도로,대전 방향,기상,안개,"안개""주의""",128.1074,35.1355,3810403600,-,Monday,평일
2025-06-23 8:02,경찰청,고속국도,30.0,당진영덕고속도로,당진 방향,공사,작업,<공사>::당진영덕고속도로::산수골길2919::해월교::기점방향::2차로::작업 산수골길2919 → 해월교 당진대전선 기점 ,127.0121,36.505,2860171501,2025-06-23 8:32,Monday,평일
2025-06-23 8:38,한국도로공사,고속국도,27.0,순천완주고속도로,순천 방향,공사,작업,(1차로)시설물보수작업중,127.2657,35.6908,3160030700,-,Monday,평일
2025-06-23 8:45,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,공사,작업,(2차로)노면청소이동작업중,128.2391,36.3662,3580008302,-,Monday,평일
2025-06-23 9:07,경찰청,고속국도,15.0,서해안고속도로,무안 방향,공사,작업,<공사>::서해안고속도로::안산JC북측::안산JC남측::기점방향::::작업 안산JC북측 → 안산JC남측 서해안선 기점 ,126.8605,37.344,2160016300,2025-06-23 9:13,Monday,평일
2025-06-24 11:13,국도통합센터,일반국도,4.0,국도4호선,부안 방향,공사,시설물보수작업,,127.55654,36.31411,2760278001,2025-06-24 11:20,Tuesday,평일
2025-06-24 12:06,경찰청,일반국도,1.0,경수대로,,공사,작업,<공사>::일반국도1호선::고운어린이집::부흥고삼거리::1차로::주의운전::도로공사 ,126.944659,37.391907,2090007400,2025-06-24 12:36,Tuesday,평일
2025-06-24 13:41,경찰청,시군도,0.0,신평화대로,,교통사고,사고,<사고>::신평화로::양주터널북측::만송동산1075::1차로::주의운전::고장 차량 ,127.078438,37.773813,2350242700,2025-06-24 14:11,Tuesday,평일
2025-06-24 14:02,한국도로공사,고속국도,30.0,청주영덕선,청주 방향,기타돌발,고장,(갓길)승용차고장처리중,129.2373,36.4388,3650217000,-,Tuesday,평일
2025-06-24 15:03,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,기타돌발,고장,(갓길)화물고장차처리중,127.6434,35.9804,3140288200,-,Tuesday,평일
2025-06-24 20:10,한국도로공사,고속국도,110.0,제2경인고속도로,인천 방향,기상,강우,"빗길""주의""",126.6322,37.4463,1630000600,-,Tuesday,평일
2025-06-24 21:00,한국도로공사,고속국도,130.0,인천공항선,공항 방향,기상,강우,"빗길""주의""",126.6666,37.5697,1680008501,-,Tuesday,평일
2025-06-24 22:51,경찰청,고속국도,10.0,남해고속도로,부산 방향,교통사고,사고,<사고>::남해고속도로::진례JC::냉정JC::종점방향::::고장 진례JC → 냉정JC 남해선(순천-부산) 종점 ,128.7777,35.2286,3850025901,2025-06-24 23:21,Tuesday,평일
2025-06-24 5:28,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,기타돌발,차량증가/정체,차량증가/정체,126.7686,37.5935,2320001900,-,Tuesday,평일
2025-06-24 6:21,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,기타,보행자,(진입로갓길)보행자확인완료,126.7472,37.4874,2420007500,2025-06-24 6:55,Tuesday,평일
2025-06-24 6:35,경찰청,고속국도,50.0,영동고속도로,강릉 방향,교통사고,사고,<사고>::영동고속도로::수원시영통구용인시기::신갈JC::종점방향::::고장 수원시영통구용인시기 → 신갈JC 영동선 종점 ,127.086,37.2916,2440188200,2025-06-24 7:05,Tuesday,평일
2025-06-24 8:20,경찰청,고속국도,1.0,경부고속도로,서울 방향,교통사고,사고,<사고>::경부고속도로::증약터널서측::신상2교::종점방향::3차로::고장 증약터널서측 → 신상2교 경부선 종점 ,127.492,36.3478,1830192500,2025-06-24 8:50,Tuesday,평일
2025-06-24 8:53,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,공사,작업,(2차로)노면보수작업중,127.7712,37.7986,2500001606,-,Tuesday,평일
2025-06-24 9:11,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,공사,작업,(차로교대)노면보수작업중,127.0944,37.4057,2060010900,-,Tuesday,평일
2025-06-25 13:16,경찰청,시군도,0.0,1순환로,분평사거리 방향,공사,작업,"<공사>::1순환로::한사랑교회::분평사거리::주의운전::공사 - 1순환로, 산남2사거리에서 분평사거리 방향 , 분평사거리 우회전 차로에 배수로 공사 중임.  ",127.481397,36.607243,2830077400,2025-06-25 13:19,Wednesday,평일
2025-06-25 22:58,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,공사,작업,"양주TG(57.1K)-통일로IC(59.2K)(1,2차로)팽창줄눈보수작업중",126.9849,37.7203,2350631300,-,Wednesday,평일
2025-06-25 5:17,한국도로공사,고속국도,30.0,당진대전선,당진 방향,기상,강우,"빗길""주의""",126.972,36.5675,2860170600,-,Wednesday,평일
2025-06-25 5:47,경찰청,고속국도,50.0,영동고속도로,강릉 방향,기상,기상,<기상>::영동고속도로::안산JC::안산시상록구군포시::종점방향::::강우 안산JC → 안산시상록구군포시 영동선 종점 ,126.8607,37.3441,2160389600,2025-06-25 6:17,Wednesday,평일
2025-06-25 6:11,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,고장,(갓길)화물차고장처리중,128.2662,36.1597,3530038400,-,Wednesday,평일
2025-06-25 8:14,한국도로공사,고속국도,30.0,청주영덕선,청주 방향,공사,작업,(갓길)화재수목제거작업중,128.7894,36.4144,3620146900,-,Wednesday,평일
2025-06-25 9:28,경찰청,고속국도,55.0,중앙고속도로,부산 방향,기상,기상,<기상>::중앙고속도로::단양IC::죽령터널::기점방향::::강우 단양IC → 죽령터널 중앙선 기점 ,128.3754,36.918,2820003301,2025-06-25 9:35,Wednesday,평일
2025-06-26 11:28,경찰청,일반국도,0.0,달구벌대로,,공사,작업,<공사>::달구벌대로::죽전동338::죽전네거리::5차로::주의운전::유지보수 ,128.535621,35.850046,1560004504,2025-06-26 14:58,Thursday,평일
2025-06-26 12:06,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,공사,작업,(갓길)이동통신장비점검작업중,127.2697,37.4479,2340034400,-,Thursday,평일
2025-06-26 14:50,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,공사,작업,(갓길)신축이음장치커버설치작업중,127.2173,36.7603,3010146900,-,Thursday,평일
2025-06-26 15:54,경찰청,고속국도,1.0,경부고속도로,부산 방향,교통사고,사고,<사고>::경부고속도로::안성IC북측::안성IC남측::기점방향::2차로::사고 안성IC북측 → 안성IC남측 경부선 기점 ,127.1555,36.9909,2310007300,2025-06-26 16:24,Thursday,평일
2025-06-26 18:05,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,127.1233,37.4349,2050006301,-,Thursday,평일
2025-06-26 19:56,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,공사,작업,(갓길)리모델링포장작업중,127.4218,36.6541,2710656700,-,Thursday,평일
2025-06-26 20:51,한국도로공사,고속국도,10.0,남해고속도로,순천 방향,기타돌발,고장,(갓길)승용차고장처리중,128.6645,35.2708,4140158800,-,Thursday,평일
2025-06-26 21:56,경찰청,도시고속국도,61.0,동부간선도대로,성수JC 방향,공사,작업,<공사>::동부간선도로::도봉지하차도::하나로클럽마트::3차로::시설물보수 동부간선로 도봉T입구→도봉T중간 성수JC 방향 ,127.049877,37.668109,1090048001,2025-06-26 22:26,Thursday,평일
2025-06-26 8:26,경찰청,고속국도,65.0,울산포항고속도로,울산 방향,공사,작업,<공사>::동해고속도로::갈평3교남측::갈평2교북측::기점방향::2차로::작업 갈평3교남측 → 갈평2교북측 동해선(부산-포항) 기점 ,129.3958,35.9194,3500281500,2025-06-26 8:56,Thursday,평일
2025-06-26 8:34,경찰청,특별광역시도,0.0,동촌대로,,공사,작업,<공사>::동촌로::동촌네거리::동촌초등학교::3차로::주의운전::도로공사 ,128.654377,35.88611,1510006902,2025-06-26 12:04,Thursday,평일
2025-06-26 8:35,경찰청,고속국도,65.0,동해고속도로,속초 방향,교통사고,사고,<사고>::동해고속도로::강릉4터널::강릉제5터널::종점방향::::고장 강릉4터널 → 강릉제5터널 동해선(삼척-속초) 종점 ,128.9639,37.6882,2520011701,2025-06-26 9:05,Thursday,평일
2025-06-27 12:22,국도통합센터,일반국도,19.0,국도19호선,홍천 방향,공사,시설물보수작업,,127.44259,35.33882,3310018200,2025-06-27 19:33,Friday,평일
2025-06-27 16:28,한국도로공사,고속국도,40.0,평택제천고속도로,제천 방향,기타돌발,고장,(갓길)대형화물차고장처리중,127.8971,37.068,2720337000,-,Friday,평일
2025-06-27 7:16,한국도로공사,고속국도,27.0,순천완주고속도로,완주 방향,기타돌발,장애물,"(1,2차로)장애물(타이어)처리중",127.298,35.6665,3160029900,-,Friday,평일
2025-06-27 7:22,한국도로공사,고속국도,20.0,익산장수선,장수 방향,공사,작업,(1차로)터널시설물교체작업중,127.5949,35.7179,3150038900,-,Friday,평일
2025-06-27 8:59,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,공사,작업,"(진입,진출로갓길)풀베기작업중",127.3922,37.2763,2300036100,-,Friday,평일
2025-06-27 9:00,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,공사,작업,(2차로)터널내시설물보수작업중,126.4963,34.9744,3390007402,-,Friday,평일
2025-06-28 10:15,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,128.5507,35.9989,3690696200,-,Saturday,주말
2025-06-28 10:52,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,126.7543,37.4744,1660000500,-,Saturday,주말
2025-06-28 13:17,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,기타돌발,고장,(갓길)대형화물고장처리중,128.6191,36.5132,3540015312,-,Saturday,주말
2025-06-28 14:00,경찰청,일반국도,6.0,종대로,,기타,행사,"<행사>::종로::종로1가::합동청사::2,3차로::[집회]장소: 보신각/행진: 보신각→안국동사거리→광화문교차로→정부서울청사교차로(2개차로)::집회  서울청",126.983445,37.570127,1000023700,2025-06-28 16:00,Saturday,주말
2025-06-28 14:36,한국도로공사,고속국도,40.0,평택제천고속도로,제천 방향,기타돌발,고장,(갓길)승용차고장처리중,127.31,36.9756,2310237700,-,Saturday,주말
2025-06-28 9:16,경찰청,고속국도,50.0,영동고속도로,서창 방향,교통사고,사고,<사고>::영동고속도로::용인IC서측::마성IC::기점방향::3차로::장애물 용인IC서측 → 마성IC 영동선 기점 ,127.1951,37.2637,2430219800,2025-06-28 9:20,Saturday,주말
2025-06-29 12:59,한국도로공사,고속국도,30.0,청주영덕선,청주 방향,기타돌발,장애물,"(1,2차로)장애물(철재류)처리중",127.6396,36.4744,2750370200,-,Sunday,주말
2025-06-30 10:47,경찰청,고속국도,30.0,당진영덕고속도로,영덕 방향,교통사고,사고,<사고>::당진영덕고속도로::화서IC::내서2교::종점방향::1차로::고장 화서IC → 내서2교 청주영덕선 종점 ,128.0077,36.4382,3580455500,2025-06-30 11:17,Monday,평일
2025-06-30 12:02,경찰청,특별광역시도,0.0,돋질대로,중리사거리 방향,교통사고,사고,"<사고>::돗질로::예술회관사거리::남구청사거리::주의운전::사고 - 돋질로 시청에서 예술회관사거리 예술회관 못 간 승용차 화물차 추돌 사고, 정체 / 같은도로 예술회관사거리에서 중리사거리 방향 남구청 지난 지점 택시 승용차 추돌 사고. ",129.328865,35.542366,1930146900,2025-06-30 12:07,Monday,평일
2025-06-30 12:29,경찰청,고속국도,15.0,서해안고속도로,서울 방향,교통사고,사고,<사고>::서해안고속도로::평택시화성시::발안IC남측::종점방향::::고장 평택시화성시 → 발안IC남측 서해안선 종점 ,126.8875,37.0934,2334281900,2025-06-30 12:59,Monday,평일
2025-06-30 14:24,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,차량증가/정체,차량증가/정체,127.0237,37.3134,2007022500,-,Monday,평일
2025-06-30 6:45,한국도로공사,고속국도,55.0,중앙고속도로,춘천 방향,기타돌발,고장,(갓길)화물차고장처리완료,128.5247,35.8965,-,2025-06-30 8:02,Monday,평일
2025-06-30 7:21,한국도로공사,고속국도,55.0,중앙고속도로,춘천 방향,공사,작업,(1차로)노면보수작업중,128.4659,36.8897,3560028902,-,Monday,평일
2025-06-30 7:51,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,공사,작업,(2차로)응력완화줄눈설치작업중,128.2666,36.0212,3680451200,-,Monday,평일
2025-06-30 9:05,한국도로공사,고속국도,130.0,인천공항선,서울 방향,공사,작업,"(3,4차로)한상IC교통시설물설치",126.4857,37.4715,1610003000,-,Monday,평일
2025-07-01 10:37,경찰청,시군도,0.0,용두방천대로,,공사,작업,<공사>::용두방천3길::봉덕동87814::희망교지하차도::1차로::주의운전::유지보수 ,128.606799,35.843804,1530035401,2025-07-01 12:07,Tuesday,평일
2025-07-01 11:52,경찰청,도시고속국도,44.0,북부간선도대로,구리 방향,교통사고,사고,<사고>::북부간선도로::하월곡분기점::하월곡IC::1차로::추돌사고 북부간선로 종암JC→하월곡 구리 방향 ,127.049933,37.607081,1070000200,2025-07-01 12:22,Tuesday,평일
2025-07-01 13:49,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,공사,작업,(1차로)이동노면청소작업중,127.1681,36.8254,3010233800,-,Tuesday,평일
2025-07-01 14:46,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,고장,(갓길)승용차고장처리중,127.6122,37.1966,2370602000,-,Tuesday,평일
2025-07-01 16:14,경찰청,고속국도,15.0,서해안고속도로,서울 방향,교통사고,사고,<사고>::서해안고속도로::서천휴게소::춘장대IC::종점방향::::고장 서천휴게소 → 춘장대IC 서해안선 종점 ,126.6157,36.1537,2950015901,2025-07-01 16:44,Tuesday,평일
2025-07-01 17:35,한국도로공사,고속국도,25.0,호남고속도로,논산 방향,기타돌발,차량증가/정체,교통량증가,126.8274,35.2197,1790018400,-,Tuesday,평일
2025-07-01 20:29,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기상,강우,"빗길""주의""",128.2053,37.4926,2580024524,-,Tuesday,평일
2025-07-01 5:38,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,재난,노면습기,"노면습기""주의""",127.0514,37.2991,2030327500,-,Tuesday,평일
2025-07-01 6:53,경찰청,고속국도,1.0,경부고속도로,부산 방향,교통사고,사고,<사고>::경부고속도로::천안IC::천안JC::기점방향::5차로::장애물 천안IC → 천안JC 경부선 기점 ,127.1748,36.7821,3010331400,2025-07-01 7:23,Tuesday,평일
2025-07-01 8:10,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,기타돌발,차량증가/정체,차량증가/정체,126.8605,37.344,2160016300,-,Tuesday,평일
2025-07-02 10:56,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,128.5287,36.0297,3690696500,2025-07-02 11:35,Wednesday,평일
